track_id,language,cluster_vae,cluster_pca
MT0002714093,english,0,0
MT0002714805,unknown,4,4
MT0002716927,english,4,2
MT0002737189,english,1,3
MT0002739845,english,1,3
MT0002760912,english,3,0
MT0002761408,english,1,3
MT0002762445,english,4,2
MT0002771537,english,3,0
MT0002772535,unknown,1,3
MT0002784741,english,4,2
MT0002785740,unknown,1,3
MT0002794078,unknown,2,1
MT0002803746,english,3,4
MT0002810052,english,1,3
MT0002811975,unknown,3,0
MT0002834532,unknown,2,1
MT0002840704,english,3,0
MT0002842988,english,1,3
MT0002844771,english,0,0
MT0002846256,english,3,0
MT0002858390,english,3,4
MT0002859848,english,0,0
MT0002874481,unknown,2,1
MT0002874900,unknown,1,3
MT0002875103,english,1,3
MT0002885173,unknown,3,5
MT0002889321,english,1,3
MT0002894033,english,2,1
MT0002894943,unknown,1,3
MT0002903697,english,3,0
MT0002905185,english,3,4
MT0002907679,english,0,2
MT0002908894,unknown,2,1
MT0002909109,english,4,2
MT0002915967,english,3,4
MT0002920876,english,3,4
MT0002928993,english,4,2
MT0002939380,english,1,3
MT0002940684,unknown,1,3
MT0002949712,english,1,3
MT0002951872,english,4,2
MT0002954708,english,1,3
MT0002955901,unknown,1,3
MT0002960288,english,0,0
MT0002960683,unknown,1,3
MT0002962258,english,2,1
MT0002965366,unknown,3,4
MT0002969144,english,3,0
MT0002973571,unknown,0,5
MT0002980543,english,3,4
MT0002983378,unknown,4,2
MT0002986568,english,0,0
MT0002999366,english,4,2
MT0003008724,english,1,3
MT0003012633,english,3,4
MT0003017303,unknown,0,0
MT0003019852,english,1,3
MT0003022328,unknown,0,0
MT0003023886,english,1,3
MT0003025046,english,4,2
MT0003025373,english,4,2
MT0003025883,english,3,4
MT0003028265,english,4,2
MT0003037596,unknown,4,4
MT0003037754,english,4,4
MT0003041246,english,1,3
MT0003044417,english,2,1
MT0003053135,unknown,3,4
MT0003072479,unknown,4,2
MT0003081304,english,3,4
MT0003081888,unknown,4,0
MT0003085195,english,1,3
MT0003085925,english,0,0
MT0003094118,english,4,2
MT0003097486,unknown,1,3
MT0003101727,unknown,1,2
MT0003102331,english,4,2
MT0003105414,unknown,3,4
MT0003106472,english,1,3
MT0003109823,english,3,4
MT0003114552,unknown,3,4
MT0003117846,english,1,3
MT0003119681,unknown,3,4
MT0003124476,english,2,1
MT0003129858,unknown,1,3
MT0003131369,english,4,2
MT0003131435,english,0,0
MT0003136077,unknown,1,3
MT0003137690,unknown,0,0
MT0003144898,english,1,3
MT0003146944,english,3,4
MT0003148189,english,0,2
MT0003149291,unknown,4,2
MT0003150748,unknown,5,1
MT0003163405,english,4,2
MT0003170370,unknown,3,4
MT0003170390,unknown,1,3
MT0003175531,english,1,3
MT0003179818,unknown,4,0
MT0003187533,unknown,3,4
MT0003189593,unknown,1,3
MT0003189890,english,4,2
MT0003209662,english,1,3
MT0003213617,english,0,0
MT0003213835,english,0,2
MT0003216840,english,4,2
MT0003224500,english,4,2
MT0003228768,english,3,4
MT0003237550,english,1,3
MT0003238922,unknown,0,0
MT0003243311,unknown,4,2
MT0003246728,english,4,2
MT0003248394,english,0,0
MT0003262589,english,4,2
MT0003263304,english,1,3
MT0003264792,english,4,4
MT0003272751,unknown,0,2
MT0003272904,english,0,0
MT0003274067,english,1,3
MT0003280103,english,4,2
MT0003285450,unknown,4,2
MT0003286463,english,0,2
MT0003287170,english,3,4
MT0003287931,english,0,0
MT0003294608,english,1,3
MT0003296174,unknown,0,0
MT0003299912,unknown,1,3
MT0003300388,english,0,0
MT0003304271,english,3,4
MT0003309945,english,1,3
MT0003311798,unknown,1,3
MT0003315880,english,2,1
MT0003320924,english,4,2
MT0003326925,english,1,3
MT0003328491,english,4,2
MT0003329820,english,4,0
MT0003330378,unknown,3,0
MT0003330393,unknown,3,4
MT0003336370,english,4,2
MT0003336800,english,1,3
MT0003337396,english,1,3
MT0003343422,english,5,5
MT0003344002,unknown,3,4
MT0003345751,english,1,3
MT0003349423,unknown,0,0
MT0003352308,english,3,4
MT0003353602,english,2,1
MT0003353794,english,3,5
MT0003354468,english,0,0
MT0003361206,unknown,4,2
MT0003362542,english,0,0
MT0003362617,english,3,4
MT0003366948,unknown,3,4
MT0003367947,unknown,1,3
MT0003382050,unknown,0,0
MT0003389088,english,4,2
MT0003390733,english,4,2
MT0003396470,unknown,2,1
MT0003402178,english,5,5
MT0003402538,english,3,0
MT0003402994,english,4,2
MT0003410384,unknown,0,0
MT0003420996,english,3,0
MT0003421433,english,0,0
MT0003428477,english,3,4
MT0003435704,english,0,0
MT0003440957,english,1,3
MT0003442366,unknown,1,3
MT0003444822,english,1,3
MT0003454112,unknown,5,5
MT0003462877,english,1,3
MT0003473344,english,3,0
MT0003475707,unknown,3,4
MT0003482336,english,1,3
MT0003496132,english,1,3
MT0003501434,english,4,2
MT0003501456,unknown,3,4
MT0003503243,english,1,3
MT0003504085,unknown,1,3
MT0003504525,english,4,2
MT0003510796,english,4,2
MT0003517837,english,0,0
MT0003530174,unknown,3,4
MT0003536193,english,0,0
MT0003539442,english,1,3
MT0003542756,english,3,4
MT0003546058,unknown,1,3
MT0003570082,english,4,2
MT0003585530,unknown,4,2
MT0003587042,english,1,3
MT0003594672,unknown,0,0
MT0003597979,english,4,2
MT0003598094,unknown,1,3
MT0003601752,unknown,5,5
MT0003603497,english,3,4
MT0003603772,english,0,0
MT0003612742,english,4,3
MT0003617309,english,4,2
MT0003629164,english,4,2
MT0003630870,english,4,2
MT0003639120,unknown,1,3
MT0003649209,english,2,1
MT0003655811,unknown,0,5
MT0003655884,english,5,5
MT0003659365,english,4,3
MT0003663435,english,4,2
MT0003669917,english,1,3
MT0003688494,unknown,5,5
MT0003691487,unknown,0,0
MT0003703624,unknown,3,5
MT0003710207,unknown,0,5
MT0003724610,unknown,1,2
MT0003728288,english,1,3
MT0003729518,english,4,2
MT0003732702,english,3,0
MT0003740052,english,0,0
MT0003741609,unknown,1,3
MT0003748227,english,2,4
MT0003753139,unknown,4,2
MT0003759483,english,3,0
MT0003762220,english,5,1
MT0003762339,english,1,3
MT0003768949,english,4,2
MT0003770678,english,4,2
MT0003774577,english,0,0
MT0003778826,unknown,0,2
MT0003782002,english,1,3
MT0003787478,unknown,0,2
MT0003788939,english,4,2
MT0003791678,english,0,0
MT0003792475,english,1,3
MT0003794106,unknown,0,2
MT0003795778,english,1,3
MT0003796752,english,3,0
MT0003799339,unknown,0,0
MT0003807077,unknown,0,2
MT0003808089,unknown,1,3
MT0003816162,unknown,1,3
MT0003821577,english,1,3
MT0003834848,unknown,4,3
MT0003837569,english,1,3
MT0003853483,unknown,3,4
MT0003857948,unknown,1,3
MT0003859252,english,2,1
MT0003861331,english,4,2
MT0003863509,english,3,0
MT0003868349,english,0,0
MT0003868390,english,1,3
MT0003869539,english,4,2
MT0003872021,unknown,4,2
MT0003878494,english,3,4
MT0003880691,english,0,2
MT0003881997,english,0,2
MT0003895439,unknown,0,0
MT0003898980,english,4,2
MT0003900455,unknown,4,2
MT0003903675,english,4,2
MT0003906833,english,4,2
MT0003907045,english,4,2
MT0003909053,english,0,0
MT0003909085,unknown,1,3
MT0003909575,english,0,0
MT0003917550,unknown,2,1
MT0003922883,english,0,0
MT0003930610,unknown,2,4
MT0003934644,english,0,0
MT0003935299,english,5,5
MT0003935485,unknown,4,2
MT0003942985,unknown,3,4
MT0003949060,unknown,4,2
MT0003956612,unknown,4,2
MT0003965796,english,4,2
MT0003968586,english,1,3
MT0003970870,english,3,5
MT0003974181,english,3,0
MT0003979876,english,1,3
MT0004001276,unknown,3,4
MT0004001989,english,4,2
MT0004012938,english,1,3
MT0004016308,unknown,1,3
MT0004018270,unknown,1,3
MT0004020993,english,4,2
MT0004025604,english,1,3
MT0004027946,unknown,4,2
MT0004028719,english,4,2
MT0004032071,unknown,1,3
MT0004033010,english,2,1
MT0004034604,unknown,0,0
MT0004036096,unknown,0,0
MT0004037272,unknown,0,0
MT0004068560,english,1,3
MT0004071684,unknown,3,4
MT0004072079,english,1,3
MT0004072837,unknown,5,5
MT0004073991,english,0,0
MT0004082588,unknown,5,5
MT0004085907,english,4,2
MT0004087145,english,1,3
MT0004089549,unknown,3,0
MT0004091857,english,4,0
MT0004093767,unknown,3,4
MT0004098601,english,5,5
MT0004113262,english,0,0
MT0004117319,english,3,5
MT0004122617,unknown,0,0
MT0004131058,unknown,3,5
MT0004131260,english,1,3
MT0004137658,english,1,3
MT0004139859,unknown,5,5
MT0004141823,english,4,2
MT0004156130,english,5,5
MT0004180568,english,4,2
MT0004184616,english,3,0
MT0004186970,unknown,1,3
MT0004187531,unknown,5,5
MT0004194402,english,3,4
MT0004197514,english,4,2
MT0004212108,english,3,5
MT0004219321,english,4,0
MT0004230500,unknown,3,4
MT0004232099,english,5,5
MT0004240748,english,1,3
MT0004254228,english,1,3
MT0004256890,english,3,4
MT0004260672,unknown,4,2
MT0004262978,english,3,0
MT0004263301,english,0,0
MT0004263956,unknown,3,4
MT0004269670,unknown,3,4
MT0004274911,unknown,4,2
MT0004287283,english,5,5
MT0004290389,english,2,2
MT0004293364,english,0,2
MT0004296158,unknown,3,0
MT0004301925,unknown,4,3
MT0004306521,english,4,0
MT0004316859,unknown,3,4
MT0004317784,english,4,2
MT0004331116,unknown,3,4
MT0004337195,english,2,1
MT0004338270,english,4,2
MT0004339430,unknown,3,4
MT0004342301,unknown,2,1
MT0004343785,unknown,4,0
MT0004352104,english,4,2
MT0004352726,english,3,0
MT0004362464,unknown,3,4
MT0004362501,english,0,0
MT0004383185,unknown,3,4
MT0004392421,unknown,3,4
MT0004395306,english,5,5
MT0004397754,english,0,0
MT0004400843,english,1,3
MT0004409960,unknown,1,3
MT0004414074,english,1,3
MT0004422924,english,4,2
MT0004425744,english,2,1
MT0004428604,unknown,4,2
MT0004440606,english,0,0
MT0004444570,english,1,2
MT0004447086,english,1,3
MT0004447226,unknown,3,4
MT0004458238,unknown,1,3
MT0004459450,english,1,3
MT0004469135,english,2,1
MT0004476235,english,0,0
MT0004485367,english,4,2
MT0004489039,english,3,4
MT0004497478,english,4,2
MT0004500770,english,3,4
MT0004506984,english,4,2
MT0004511265,english,1,3
MT0004512063,english,1,3
MT0004514306,english,1,3
MT0004523184,unknown,4,2
MT0004525980,english,2,1
MT0004537445,unknown,4,2
MT0004537620,unknown,3,4
MT0004540242,english,4,2
MT0004542745,english,3,4
MT0004548391,english,0,0
MT0004548595,unknown,1,3
MT0004550236,unknown,0,2
MT0004550434,english,4,3
MT0004550458,english,3,4
MT0004551480,english,4,2
MT0004555632,unknown,0,0
MT0004558203,english,1,3
MT0004558461,english,1,3
MT0004567504,unknown,4,2
MT0004584064,unknown,4,2
MT0004584067,unknown,4,2
MT0004588191,english,4,2
MT0004593880,unknown,4,2
MT0004609722,english,3,4
MT0004611952,unknown,3,0
MT0004625127,english,1,3
MT0004633915,unknown,4,2
MT0004643275,unknown,0,0
MT0004645468,english,1,3
MT0004660584,unknown,3,4
MT0004668394,unknown,5,5
MT0004669603,unknown,4,4
MT0004674397,english,4,2
MT0004676134,unknown,1,3
MT0004680723,unknown,0,0
MT0004681292,unknown,1,3
MT0004683099,english,4,2
MT0004692317,english,4,2
MT0004692456,english,0,2
MT0004692889,unknown,4,2
MT0004693207,unknown,3,5
MT0004699901,unknown,4,2
MT0004711079,english,2,1
MT0004715422,unknown,1,3
MT0004725201,english,3,0
MT0004725405,english,2,1
MT0004731150,unknown,4,2
MT0004739956,english,1,3
MT0004751933,unknown,0,0
MT0004754115,english,0,0
MT0004758223,english,5,5
MT0004759106,unknown,3,4
MT0004759588,english,1,3
MT0004772896,english,3,4
MT0004776502,unknown,3,0
MT0004776609,english,5,5
MT0004781165,english,3,5
MT0004798504,english,2,1
MT0004798790,english,0,0
MT0004807446,unknown,4,2
MT0004811602,english,1,3
MT0004812565,unknown,4,2
MT0004816612,english,0,0
MT0004817670,unknown,2,4
MT0004828213,unknown,4,2
MT0004829377,english,4,2
MT0004833310,unknown,3,0
MT0004836526,english,4,2
MT0004839107,unknown,0,0
MT0004840819,english,4,0
MT0004842694,english,3,4
MT0004844832,english,1,3
MT0004850406,english,4,2
MT0004850690,unknown,0,0
MT0004861138,english,3,4
MT0004864453,english,4,2
MT0004866559,english,2,1
MT0004867185,english,3,4
MT0004867564,unknown,4,4
MT0004869271,english,3,4
MT0004872217,english,2,1
MT0004882280,english,2,1
MT0004883551,english,4,2
MT0004890000,english,4,2
MT0004894364,unknown,1,3
MT0004896738,english,2,1
MT0004910983,english,3,4
MT0004911454,unknown,4,2
MT0004922692,unknown,0,5
MT0004925844,english,5,5
MT0004936799,english,3,4
MT0004942017,unknown,4,2
MT0004943985,english,2,1
MT0004948855,english,1,3
MT0004956006,unknown,1,3
MT0004958762,unknown,0,0
MT0004961409,english,1,3
MT0004962647,english,0,5
MT0004963809,english,3,4
MT0004970058,english,4,2
MT0004978135,unknown,0,0
MT0004982446,unknown,1,3
MT0004984433,unknown,0,0
MT0004997589,unknown,1,3
MT0004999812,unknown,1,3
MT0005001966,english,3,4
MT0005003824,unknown,4,2
MT0005004562,unknown,4,2
MT0005009715,unknown,3,4
MT0005023904,english,4,2
MT0005026798,english,1,3
MT0005028976,unknown,0,0
MT0005029328,english,1,3
MT0005030845,english,2,1
MT0005033429,english,4,2
MT0005039941,english,0,0
MT0005048376,unknown,3,5
MT0005054238,unknown,3,0
MT0005054643,unknown,2,1
MT0005060138,unknown,3,4
MT0005066971,unknown,3,4
MT0005068407,unknown,4,2
MT0005072543,english,3,4
MT0005074629,unknown,3,4
MT0005083488,unknown,3,0
MT0005083885,english,3,4
MT0005091539,unknown,0,0
MT0005094727,english,4,2
MT0005111463,english,4,0
MT0005112174,unknown,0,0
MT0005113916,english,4,2
MT0005115042,english,4,2
MT0005118426,english,0,2
MT0005126279,unknown,1,3
MT0005129157,unknown,0,0
MT0005134466,english,1,2
MT0005151875,unknown,4,2
MT0005155949,english,5,5
MT0005157391,unknown,4,4
MT0005157804,english,2,1
MT0005158273,english,4,0
MT0005163122,unknown,4,2
MT0005171537,english,2,1
MT0005171805,unknown,3,4
MT0005185986,unknown,4,2
MT0005189351,english,3,4
MT0005189820,english,3,0
MT0005198745,english,3,4
MT0005202791,english,1,3
MT0005213723,unknown,4,2
MT0005217073,unknown,3,4
MT0005221680,unknown,5,5
MT0005223794,english,1,3
MT0005239610,unknown,4,2
MT0005241287,english,0,0
MT0005241699,english,1,3
MT0005243931,english,1,3
MT0005253065,english,3,4
MT0005254421,unknown,4,2
MT0005260370,unknown,3,4
MT0005261375,unknown,0,0
MT0005261398,unknown,4,2
MT0005262725,english,3,4
MT0005265641,english,4,2
MT0005270263,unknown,0,2
MT0005272837,english,3,0
MT0005273525,unknown,1,3
MT0005285696,english,0,0
MT0005286165,english,1,3
MT0005287506,english,1,3
MT0005294278,english,3,0
MT0005304966,english,2,1
MT0005319891,english,1,3
MT0005330350,english,4,2
MT0005331755,english,4,2
MT0005336347,unknown,3,4
MT0005337249,unknown,1,3
MT0005344437,english,0,0
MT0005352508,unknown,1,2
MT0005352614,unknown,3,4
MT0005357887,unknown,2,1
MT0005379911,english,1,3
MT0005387539,english,1,3
MT0005389048,unknown,4,2
MT0005392036,unknown,0,0
MT0005403018,unknown,0,0
MT0005404111,english,4,2
MT0005404247,english,4,2
MT0005409948,english,4,2
MT0005411969,english,1,3
MT0005417719,english,0,0
MT0005422349,english,2,4
MT0005425770,unknown,4,2
MT0005425879,english,3,4
MT0005426130,english,1,3
MT0005431678,english,0,0
MT0005443513,english,5,4
MT0005451258,unknown,1,3
MT0005451862,english,4,2
MT0005454701,unknown,1,3
MT0005469880,english,4,2
MT0005478759,english,0,0
MT0005479384,unknown,4,2
MT0005486154,english,3,4
MT0005489029,unknown,4,2
MT0005497233,english,0,2
MT0005508168,unknown,0,0
MT0005511334,unknown,5,5
MT0005515169,english,1,3
MT0005519111,english,3,0
MT0005520274,unknown,4,2
MT0005523766,english,4,2
MT0005525446,unknown,3,0
MT0005537590,unknown,4,2
MT0005538688,unknown,4,2
MT0005540023,english,2,1
MT0005540907,english,4,2
MT0005550288,english,1,3
MT0005550441,unknown,3,5
MT0005556630,english,4,2
MT0005567133,english,1,3
MT0005568749,english,3,0
MT0005575348,english,0,0
MT0005592810,english,0,0
MT0005593407,english,4,2
MT0005595173,unknown,2,1
MT0005606947,unknown,1,3
MT0005608787,unknown,4,2
MT0005621435,english,5,5
MT0005623112,unknown,4,0
MT0005625323,english,4,2
MT0005625762,english,4,2
MT0005630273,english,3,0
MT0005638160,english,1,3
MT0005642770,english,1,3
MT0005651830,unknown,3,0
MT0005652563,english,0,2
MT0005655655,english,3,4
MT0005656534,english,3,4
MT0005658482,unknown,1,3
MT0005660001,english,3,5
MT0005666606,english,0,0
MT0005670101,unknown,3,4
MT0005673020,english,1,3
MT0005674518,unknown,4,4
MT0005675358,english,1,3
MT0005675532,unknown,3,0
MT0005695311,english,5,5
MT0005696421,unknown,0,0
MT0005697785,unknown,4,0
MT0005707044,english,4,2
MT0005713768,english,4,2
MT0005715379,english,3,0
MT0005715715,english,4,2
MT0005717206,unknown,4,4
MT0005723257,english,3,0
MT0005725657,english,1,3
MT0005727008,unknown,1,3
MT0005727783,english,4,4
MT0005735527,unknown,4,2
MT0005737276,unknown,4,2
MT0005740567,english,2,1
MT0005751512,english,1,3
MT0005752234,english,4,2
MT0005756784,english,4,2
MT0005760259,english,1,3
MT0005761702,english,0,0
MT0005763004,english,4,4
MT0005774267,english,1,3
MT0005775235,english,4,0
MT0005782528,unknown,4,0
MT0005798527,unknown,0,5
MT0005802574,english,3,4
MT0005804191,english,0,0
MT0005822463,english,5,5
MT0005822671,english,1,3
MT0005826176,english,1,3
MT0005827376,english,4,4
MT0005827477,unknown,1,3
MT0005830128,english,0,0
MT0005832516,unknown,4,4
MT0005846374,unknown,1,3
MT0005850999,english,3,0
MT0005863380,english,0,5
MT0005884980,english,3,4
MT0005897799,unknown,4,2
MT0005912220,english,0,0
MT0005916227,english,3,4
MT0005941732,unknown,4,2
MT0005944471,english,4,2
MT0005947724,unknown,3,0
MT0005951020,english,4,2
MT0005959692,english,3,4
MT0005963165,english,2,1
MT0005974256,english,1,3
MT0005981667,unknown,3,4
MT0005987148,unknown,0,0
MT0006001220,unknown,0,0
MT0006001707,english,2,1
MT0006007936,english,1,3
MT0006022752,english,4,2
MT0006036535,english,0,0
MT0006037085,english,4,2
MT0006039569,unknown,0,2
MT0006039798,english,0,0
MT0006044445,english,4,2
MT0006051904,unknown,4,2
MT0006055329,unknown,1,3
MT0006067841,english,1,3
MT0006070661,unknown,4,2
MT0006078896,english,1,3
MT0006090628,unknown,4,2
MT0006096934,unknown,0,2
MT0006107326,unknown,0,0
MT0006114773,english,1,3
MT0006115121,english,4,2
MT0006117018,unknown,2,1
MT0006129774,english,3,4
MT0006137300,english,5,5
MT0006137372,english,0,0
MT0006153804,unknown,4,2
MT0006157839,english,1,3
MT0006159067,english,4,4
MT0006164654,english,3,0
MT0006169551,english,4,2
MT0006171393,english,4,2
MT0006181559,english,2,4
MT0006188933,english,0,0
MT0006196650,english,4,2
MT0006204666,unknown,4,2
MT0006232679,english,1,3
MT0006234138,unknown,3,4
MT0006249493,unknown,1,3
MT0006254062,unknown,3,4
MT0006256204,english,1,3
MT0006263439,unknown,1,3
MT0006271664,unknown,4,2
MT0006292011,unknown,5,5
MT0006300381,unknown,1,3
MT0006314897,unknown,4,2
MT0006315323,unknown,3,4
MT0006324704,english,4,2
MT0006334050,unknown,5,5
MT0006348382,english,4,2
MT0006352493,unknown,4,0
MT0006356406,english,1,3
MT0006357085,english,1,3
MT0006357849,english,4,2
MT0006365604,english,0,5
MT0006367176,english,0,2
MT0006386327,unknown,4,2
MT0006391732,english,1,3
MT0006397809,english,2,1
MT0006400514,english,4,2
MT0006406298,english,4,2
MT0006409530,english,4,2
MT0006410285,english,0,0
MT0006410748,unknown,4,2
MT0006417602,english,3,0
MT0006421356,english,4,2
MT0006431184,english,3,4
MT0006431807,english,4,2
MT0006434833,english,1,3
MT0006459852,unknown,1,2
MT0006468621,unknown,4,0
MT0006475078,english,3,4
MT0006475970,english,0,0
MT0006482524,unknown,0,0
MT0006484633,english,1,3
MT0006486093,unknown,4,2
MT0006487252,unknown,1,3
MT0006487635,english,1,3
MT0006492385,english,5,5
MT0006497092,english,4,2
MT0006501280,unknown,2,1
MT0006510599,english,1,3
MT0006514225,english,1,3
MT0006516676,unknown,3,4
MT0006520567,unknown,4,2
MT0006522591,english,4,2
MT0006524432,unknown,1,3
MT0006528309,english,4,2
MT0006531857,english,1,3
MT0006534417,unknown,0,2
MT0006536592,english,1,3
MT0006540794,english,1,2
MT0006545202,english,1,3
MT0006552038,english,1,3
MT0006553309,english,0,2
MT0006553914,english,4,3
MT0006555035,unknown,5,5
MT0006559667,english,1,3
MT0006562479,unknown,4,4
MT0006564487,unknown,1,3
MT0006570517,unknown,4,2
MT0006573563,english,1,3
MT0006575669,unknown,4,2
MT0006581362,unknown,1,3
MT0006581441,unknown,3,4
MT0006587635,english,1,3
MT0006587819,english,4,2
MT0006609765,unknown,0,2
MT0006610139,unknown,0,0
MT0006612877,english,1,3
MT0006628590,unknown,1,3
MT0006633147,english,4,2
MT0006635536,english,3,4
MT0006640142,english,4,2
MT0006640857,unknown,4,4
MT0006641042,english,1,3
MT0006646428,unknown,3,0
MT0006650634,unknown,3,0
MT0006654122,english,4,2
MT0006658246,unknown,4,2
MT0006659841,unknown,4,2
MT0006662439,unknown,1,3
MT0006664862,unknown,1,3
MT0006672286,unknown,4,2
MT0006678796,unknown,1,3
MT0006683265,english,1,3
MT0006683875,english,1,3
MT0006695707,english,1,3
MT0006696891,unknown,1,3
MT0006708402,english,2,1
MT0006713730,english,2,2
MT0006723128,english,1,3
MT0006737689,english,1,3
MT0006738137,unknown,4,0
MT0006742179,english,1,3
MT0006744781,unknown,1,3
MT0006746691,english,1,3
MT0006746926,unknown,0,0
MT0006747288,english,0,0
MT0006751087,english,1,3
MT0006751853,unknown,4,2
MT0006754099,unknown,4,2
MT0006761058,english,0,0
MT0006761971,english,4,2
MT0006764092,unknown,0,2
MT0006769480,unknown,1,3
MT0006770955,english,4,2
MT0006771406,english,4,2
MT0006772811,unknown,3,5
MT0006773580,english,1,3
MT0006777027,unknown,0,5
MT0006778622,english,4,2
MT0006782965,unknown,3,4
MT0006784451,english,1,3
MT0006788512,english,1,3
MT0006790347,english,2,1
MT0006794235,unknown,4,2
MT0006795758,english,0,2
MT0006798861,english,1,3
MT0006800841,english,0,0
MT0006806145,english,1,3
MT0006810990,english,1,3
MT0006813360,english,4,4
MT0006814089,unknown,0,0
MT0006832360,english,1,3
MT0006833696,english,4,2
MT0006839715,english,0,0
MT0006843007,english,4,2
MT0006846075,english,4,2
MT0006862088,unknown,2,1
MT0006876450,english,1,3
MT0006877397,english,4,2
MT0006879985,english,4,2
MT0006880936,english,4,2
MT0006898523,unknown,4,2
MT0006903607,unknown,4,2
MT0006919273,english,4,2
MT0006919878,unknown,1,3
MT0006929157,english,0,0
MT0006933170,english,1,3
MT0006937715,english,4,2
MT0006939177,english,0,0
MT0006955716,english,4,4
MT0006983241,english,0,5
MT0006991912,english,4,4
MT0006992235,unknown,0,0
MT0006996768,unknown,4,2
MT0006999093,unknown,0,0
MT0007002901,unknown,3,4
MT0007013069,english,4,2
MT0007031334,unknown,4,2
MT0007037296,english,1,3
MT0007039041,unknown,4,2
MT0007039082,english,4,2
MT0007043504,english,4,2
MT0007043936,unknown,3,4
MT0007051057,english,3,4
MT0007051188,english,3,0
MT0007053424,english,4,2
MT0007057303,english,0,5
MT0007058512,english,1,3
MT0007064420,english,4,2
MT0007067293,english,4,2
MT0007068165,unknown,3,4
MT0007071481,english,4,2
MT0007072992,english,0,0
MT0007074655,english,1,3
MT0007075838,english,1,3
MT0007081433,english,4,2
MT0007087238,english,5,5
MT0007088972,unknown,4,2
MT0007099407,unknown,3,5
MT0007102148,english,4,4
MT0007102997,english,0,0
MT0007106784,english,3,4
